symbol,entry_time,exit_time,entry_price,exit_price,type,pnl,status,outcome,confidence,regime
BTC-USD,2026-01-25 16:00:00,2026-01-25 20:00:00,88402.27675,86945.53263635047,short,1.4495059984562921,closed,TAKE_PROFIT,0.5828945636749268,Trending
BTC-USD,2026-01-25 20:00:00,2026-01-26 00:00:00,86451.91242000001,87781.97655682736,short,-1.740040195404826,closed,STOP_LOSS,0.5829674005508423,Trending
BTC-USD,2026-01-26 00:00:00,2026-01-26 04:00:00,86627.02482,87965.87573133968,short,-1.7470804463569614,closed,STOP_LOSS,0.5837970972061157,Trending
BTC-USD,2026-01-26 04:00:00,2026-01-26 12:00:00,87238.408975,88641.83032195829,short,-1.8103282772016516,closed,STOP_LOSS,0.592040479183197,Trending
BTC-USD,2026-01-26 12:00:00,2026-01-27 20:00:00,87811.0725,89198.3210684232,short,-1.7813903388910688,closed,STOP_LOSS,0.5836711525917053,Trending
BTC-USD,2026-01-27 20:00:00,2026-01-28 08:00:00,88364.565615,89865.72996282038,short,-1.9005295071728594,closed,STOP_LOSS,0.5233805179595947,Trending
BTC-USD,2026-01-28 08:00:00,2026-01-28 12:00:00,89089.782825,90056.86226028095,short,-1.2865965591338024,closed,STOP_LOSS,0.5176648497581482,Ranging
BTC-USD,2026-01-28 12:00:00,2026-01-28 16:00:00,90034.96,89128.87647259627,short,0.8073749251747786,closed,TAKE_PROFIT,0.5170515179634094,Ranging
BTC-USD,2026-01-28 16:00:00,2026-01-29 12:00:00,89434.92017,87487.08916339307,short,1.9801091049305413,closed,TAKE_PROFIT,0.5181650519371033,Chaotic
BTC-USD,2026-01-29 12:00:00,2026-01-29 16:00:00,87802.57675,85805.41358824393,short,2.0768811564722327,closed,TAKE_PROFIT,0.5310450792312622,Chaotic
BTC-USD,2026-01-29 16:00:00,2026-01-30 00:00:00,84891.55299000001,82493.62118908366,short,2.6275248221693186,closed,TAKE_PROFIT,0.5340856909751892,Chaotic
BTC-USD,2026-01-30 00:00:00,2026-01-30 04:00:00,84607.83492000001,82116.41133140375,short,2.7476171025330514,closed,TAKE_PROFIT,0.5394553542137146,Chaotic
BTC-USD,2026-01-30 04:00:00,2026-01-31 16:00:00,82635.091785,79806.8419505892,short,3.2259998060038626,closed,TAKE_PROFIT,0.5452672839164734,Chaotic
BTC-USD,2026-01-31 16:00:00,2026-01-31 20:00:00,81261.49892499999,78509.25720195669,short,3.1902819923480132,closed,TAKE_PROFIT,0.572808563709259,Chaotic
BTC-USD,2026-01-31 20:00:00,2026-02-03 16:00:00,77711.134995,74230.88097324548,short,4.282928059151907,closed,TAKE_PROFIT,0.5747230648994446,Chaotic
BTC-USD,2026-02-03 16:00:00,2026-02-03 20:00:00,78093.263835,74943.06845385858,short,3.8379226346399617,closed,TAKE_PROFIT,0.587404191493988,Chaotic
BTC-USD,2026-02-03 20:00:00,2026-02-05 00:00:00,74897.5325,71232.25285001153,short,4.698619229730245,closed,TAKE_PROFIT,0.5878931283950806,Chaotic
BTC-USD,2026-02-05 00:00:00,2026-02-05 12:00:00,73129.247085,69509.09820327885,short,4.755293777865472,closed,TAKE_PROFIT,0.591446042060852,Chaotic
BTC-USD,2026-02-05 12:00:00,2026-02-05 16:00:00,70283.19082500001,66630.50568608004,short,5.002293437648421,closed,TAKE_PROFIT,0.5944803953170776,Chaotic
BTC-USD,2026-02-05 16:00:00,2026-02-05 20:00:00,67455.325465,63471.51599421718,short,5.711754561650906,closed,TAKE_PROFIT,0.5977275967597961,Chaotic
BTC-USD,2026-02-05 20:00:00,2026-02-06 00:00:00,65233.017175,61037.66270891595,short,6.237767257160649,closed,TAKE_PROFIT,0.601474404335022,Chaotic
BTC-USD,2026-02-06 00:00:00,2026-02-06 04:00:00,62878.40507,66213.8154348621,short,-5.509844884758245,closed,STOP_LOSS,0.6044083833694458,Chaotic
BTC-USD,2026-02-06 04:00:00,2026-02-06 12:00:00,64136.245835,67880.21718951482,short,-6.043365599400512,closed,STOP_LOSS,0.6078874468803406,Chaotic
BTC-USD,2026-02-06 12:00:00,2026-02-06 16:00:00,66598.00434000001,70363.19920932656,short,-5.859268774713362,closed,STOP_LOSS,0.6143507957458496,Chaotic
BTC-USD,2026-02-06 16:00:00,2026-02-24 00:00:00,68591.687,63565.93383607189,short,7.134385750115816,closed,TAKE_PROFIT,0.6178485155105591,Chaotic
BTC-USD,2026-03-01 12:00:00,2026-03-02 12:00:00,66434.795985,68447.80035217897,short,-3.2330752757953842,closed,STOP_LOSS,0.5018075108528137,Chaotic
BTC-USD,2026-03-02 12:00:00,2026-03-02 16:00:00,66326.50016,68335.87713195216,short,-3.2325531183946583,closed,STOP_LOSS,0.507837176322937,Chaotic
BTC-USD,2026-03-09 04:00:00,2026-03-09 12:00:00,67171.44747500001,68929.30399289775,short,-2.819586804453691,closed,STOP_LOSS,0.5152512788772583,Chaotic
BTC-USD,2026-03-09 12:00:00,2026-03-09 16:00:00,67731.09750999999,69492.2027540802,short,-2.802742926266635,closed,STOP_LOSS,0.5149267315864563,Chaotic
BTC-USD,2026-03-09 16:00:00,2026-03-10 08:00:00,68829.22817,70651.84148593163,short,-2.850670329676537,closed,STOP_LOSS,0.5086597204208374,Chaotic
BTC-USD,2026-03-15 16:00:00,2026-03-15 20:00:00,71445.49938000001,72774.31071904692,short,-2.061754990767558,closed,STOP_LOSS,0.5002163648605347,Chaotic
BTC-USD,2026-03-15 20:00:00,2026-03-16 00:00:00,71514.16503,72822.41816768642,short,-2.0311916111650743,closed,STOP_LOSS,0.5032729506492615,Chaotic
BTC-USD,2026-03-16 00:00:00,2026-03-16 04:00:00,72778.83238,74185.96079856597,short,-2.135364309817643,closed,STOP_LOSS,0.5080374479293823,Chaotic
BTC-USD,2026-03-16 04:00:00,2026-03-17 00:00:00,73536.53334000001,75066.83895581125,short,-2.283095098248013,closed,STOP_LOSS,0.5175848603248596,Chaotic
BTC-USD,2026-03-19 20:00:00,2026-03-22 20:00:00,70236.854005,67941.93108341901,short,3.0706730348985127,closed,TAKE_PROFIT,0.5037930607795715,Chaotic
BTC-USD,2026-03-22 20:00:00,2026-03-23 08:00:00,68165.83003499999,69603.36110519365,short,-2.310982292044275,closed,STOP_LOSS,0.5292147994041443,Chaotic
