timestamp,asset,direction,confidence,pct_change,strategy_type,stop_loss,take_profit
2025-06-03 15:24:30.829272,ETH-USD,short,88.90%,-3.50%,swing,SL:2683.69,TP:2564.71
2025-06-03 15:24:30.937970,ETH-USD,short,87.68%,-3.42%,swing,SL:2683.69,TP:2564.71
2025-06-03 15:30:10.730617,ETH-USD,short,88.86%,-3.47%,swing,SL:2683.39,TP:2564.42
2025-06-03 15:30:10.772793,ETH-USD,short,89.94%,-3.41%,swing,SL:2683.39,TP:2564.42
2025-06-03 15:35:50.357396,ETH-USD,short,88.27%,-2.94%,swing,SL:2667.38,TP:2549.12
2025-06-03 15:35:50.386748,ETH-USD,short,95.48%,-2.87%,swing,SL:2667.38,TP:2549.12
2025-06-03 15:41:30.043242,ETH-USD,short,93.10%,-2.80%,swing,SL:2666.45,TP:2548.23
2025-06-03 15:41:30.047944,ETH-USD,short,89.83%,-2.77%,swing,SL:2666.45,TP:2548.23
2025-06-03 15:42:03.507165,ETH-USD,short,92.11%,-2.89%,swing,SL:2666.45,TP:2548.23
2025-06-03 15:47:43.579300,ETH-USD,short,85.14%,-3.10%,swing,SL:2667.33,TP:2549.07
2025-06-03 15:49:17.464409,BTC-USD,long,70.40%,0.95%,swing,SL:105006.87,TP:109804.14
2025-06-03 15:53:23.231298,ETH-USD,short,88.88%,-2.52%,swing,SL:2657.78,TP:2539.94
2025-06-03 15:59:02.867855,ETH-USD,short,90.45%,-2.49%,swing,SL:2660.58,TP:2542.62
2025-06-03 16:04:42.780943,ETH-USD,short,91.92%,-2.62%,swing,SL:2658.92,TP:2541.04
2025-06-03 16:10:22.537307,ETH-USD,short,88.93%,-2.63%,swing,SL:2657.68,TP:2539.85
2025-06-11 13:34:10.202934,ETH-USD,long,87.25%,5.20%,scalp,SL:2769.88,TP:2896.42
2025-06-11 13:34:26.539234,SOL-USD,long,71.67%,3.10%,swing,SL:162.63,TP:171.51
2025-06-11 13:39:50.515112,ETH-USD,long,84.04%,5.04%,scalp,SL:2761.55,TP:2887.71
2025-06-11 13:45:25.956671,ETH-USD,long,87.84%,4.78%,scalp,SL:2758.55,TP:2884.58
2025-06-11 13:45:42.330233,SOL-USD,long,76.13%,3.40%,swing,SL:163.21,TP:172.09
2025-06-11 13:51:06.336567,ETH-USD,long,85.85%,4.83%,scalp,SL:2758.08,TP:2884.08
2025-06-11 13:56:47.604481,ETH-USD,long,83.52%,4.89%,scalp,SL:1736.09,TP:1815.4
2025-06-11 14:02:25.273071,ETH-USD,long,89.04%,4.56%,scalp,SL:2753.67,TP:2879.47
2025-06-11 14:02:41.217538,SOL-USD,long,76.50%,3.40%,swing,SL:163.27,TP:171.73
2025-06-11 15:01:53.352964,ETH-USD,long,90.71%,5.93%,scalp,SL:2796.43,TP:2924.19
2025-06-11 15:02:09.695665,SOL-USD,long,71.04%,3.96%,swing,SL:164.14,TP:172.87
2025-06-11 15:07:33.691590,ETH-USD,long,96.91%,5.82%,scalp,SL:2799.3,TP:2927.19
2025-06-11 15:13:13.528735,ETH-USD,long,96.53%,5.39%,scalp,SL:2786.16,TP:2913.45
2025-06-11 15:18:47.425090,ETH-USD,long,95.58%,5.57%,scalp,SL:2790.37,TP:2917.85
2025-06-11 15:19:03.411576,SOL-USD,long,73.42%,3.43%,swing,SL:163.18,TP:172.38
2025-06-12 13:38:47.610462,ETH-USD,long,86.93%,3.15%,scalp,SL:2707.86,TP:2831.57
2025-06-12 13:39:03.947048,SOL-USD,long,70.54%,1.85%,swing,SL:156.27,TP:163.41
2025-06-12 13:44:28.127596,ETH-USD,long,85.38%,3.29%,scalp,SL:2710.55,TP:2834.38
2025-06-12 13:44:44.133710,SOL-USD,long,72.33%,1.88%,swing,SL:156.65,TP:163.81
2025-06-12 13:50:08.163885,ETH-USD,long,84.23%,3.16%,scalp,SL:2705.97,TP:2829.6
2025-06-12 13:50:24.166910,SOL-USD,long,74.70%,1.79%,swing,SL:156.41,TP:163.55
2025-06-12 13:55:48.142535,ETH-USD,long,87.77%,3.31%,scalp,SL:2713.61,TP:2837.58
2025-06-12 14:01:27.903244,ETH-USD,long,82.02%,3.19%,scalp,SL:2704.45,TP:2828.0
2025-06-12 14:07:07.554304,ETH-USD,long,84.39%,3.28%,scalp,SL:2709.55,TP:2833.33
2025-06-12 14:07:23.550878,SOL-USD,long,70.85%,1.57%,swing,SL:156.95,TP:164.12
2025-06-12 14:12:47.524796,ETH-USD,long,83.71%,3.55%,scalp,SL:2716.0,TP:2840.08
2025-06-12 14:18:42.623253,SOL-USD,long,73.25%,1.13%,swing,SL:157.49,TP:164.69
2025-06-12 14:24:21.881474,SOL-USD,long,76.67%,1.17%,swing,SL:157.42,TP:164.61
2025-06-12 14:29:45.777423,ETH-USD,long,83.82%,3.65%,scalp,SL:2718.94,TP:2843.16
2025-06-12 14:30:01.905497,SOL-USD,long,73.46%,0.94%,swing,SL:157.77,TP:164.98
2025-06-12 14:35:25.835912,ETH-USD,long,83.00%,3.70%,scalp,SL:2718.94,TP:2843.16
2025-06-12 14:35:41.810702,SOL-USD,long,75.45%,0.90%,swing,SL:158.01,TP:165.23
2025-06-12 14:41:21.984071,ETH-USD,long,87.32%,3.78%,scalp,SL:2725.9,TP:2850.43
2025-06-12 14:44:56.942415,ETH-USD,long,85.01%,3.95%,scalp,SL:2728.44,TP:2853.09
2025-06-12 14:50:37.079436,ETH-USD,long,84.34%,3.98%,scalp,SL:2728.44,TP:2853.09
2025-06-12 14:56:17.290235,ETH-USD,long,86.59%,3.80%,scalp,SL:2725.83,TP:2850.36
2025-06-12 15:01:56.944087,ETH-USD,long,82.26%,3.81%,scalp,SL:2722.11,TP:2846.47
2025-06-12 15:07:52.152150,SOL-USD,long,70.73%,1.03%,swing,SL:157.85,TP:165.06
2025-06-12 15:13:16.068888,ETH-USD,long,88.76%,3.85%,scalp,SL:2729.85,TP:2854.56
2025-06-12 15:13:31.999861,SOL-USD,long,72.89%,1.16%,swing,SL:157.5,TP:164.7
2025-06-12 15:18:55.919412,ETH-USD,long,92.37%,3.37%,scalp,SL:2719.93,TP:2844.19
2025-06-12 15:19:11.862502,SOL-USD,long,71.02%,1.48%,swing,SL:157.04,TP:164.21
2025-06-12 15:24:35.761464,ETH-USD,long,83.83%,3.54%,scalp,SL:2716.71,TP:2840.82
2025-06-12 15:24:51.695092,SOL-USD,long,75.17%,1.83%,swing,SL:156.66,TP:163.82
2025-06-12 15:28:27.241986,ETH-USD,long,84.23%,3.34%,scalp,SL:2711.76,TP:2835.65
2025-06-12 15:30:29.775474,ETH-USD,long,85.42%,3.04%,scalp,SL:2704.02,TP:2827.56
2025-06-12 15:30:38.047162,ETH-USD,long,86.05%,3.02%,scalp,SL:2704.02,TP:2827.56
2025-06-12 15:30:46.000555,SOL-USD,long,74.50%,2.12%,swing,SL:155.96,TP:163.09
2025-06-12 15:30:54.339233,SOL-USD,long,70.71%,2.16%,swing,SL:155.96,TP:163.09
2025-06-12 15:34:03.385260,SOL-USD,long,70.38%,2.19%,swing,SL:155.95,TP:163.07
2025-06-12 15:39:27.263545,ETH-USD,long,90.34%,3.05%,scalp,SL:2709.38,TP:2833.16
2025-06-12 15:45:07.573268,ETH-USD,long,87.00%,3.29%,scalp,SL:2713.0,TP:2836.94
2025-06-12 15:45:23.566935,SOL-USD,long,74.04%,1.96%,swing,SL:156.38,TP:163.52
2025-06-12 15:50:47.429838,ETH-USD,long,88.24%,3.24%,scalp,SL:2713.0,TP:2836.94
2025-06-12 15:51:03.377311,SOL-USD,long,72.08%,2.69%,swing,SL:155.14,TP:162.22
2025-06-12 15:54:27.584305,ETH-USD,long,82.31%,3.46%,scalp,SL:2713.0,TP:2836.94
2025-06-12 15:54:43.848984,SOL-USD,long,74.49%,3.40%,swing,SL:154.27,TP:161.32
2025-06-12 16:00:08.639287,ETH-USD,long,82.63%,2.19%,scalp,SL:2677.14,TP:2802.93
2025-06-12 16:00:24.645701,SOL-USD,long,73.58%,3.03%,swing,SL:154.64,TP:161.7
2025-06-12 16:05:48.521665,ETH-USD,long,85.41%,2.13%,scalp,SL:2678.41,TP:2804.2
2025-06-12 16:06:04.648314,SOL-USD,long,72.24%,2.88%,swing,SL:154.89,TP:161.97
2025-06-12 16:11:28.538103,ETH-USD,long,87.60%,2.05%,scalp,SL:2678.41,TP:2804.2
2025-06-12 16:17:23.786852,SOL-USD,long,73.96%,2.30%,swing,SL:155.6,TP:162.71
2025-06-12 16:22:47.693338,ETH-USD,long,82.70%,2.74%,scalp,SL:2693.48,TP:2818.09
2025-06-12 16:23:03.620795,SOL-USD,long,70.72%,2.19%,swing,SL:155.72,TP:162.83
2025-06-12 16:28:06.204067,ETH-USD,long,86.75%,2.82%,scalp,SL:2698.95,TP:2824.05
2025-06-12 16:33:46.207082,ETH-USD,long,87.40%,2.79%,scalp,SL:2698.36,TP:2825.11
2025-06-12 16:34:02.165962,SOL-USD,long,70.53%,2.28%,swing,SL:155.73,TP:162.93
2025-06-12 16:39:26.065546,ETH-USD,long,84.34%,2.90%,scalp,SL:2698.36,TP:2825.11
2025-06-12 16:45:07.347525,ETH-USD,long,91.23%,2.65%,scalp,SL:2698.23,TP:2824.98
2025-06-12 16:50:47.169408,ETH-USD,long,90.85%,2.68%,scalp,SL:2698.23,TP:2824.98
2025-06-12 16:51:03.154836,SOL-USD,long,73.56%,2.25%,swing,SL:155.76,TP:162.96
2025-06-13 14:08:25.043490,BTC-USD,long,75.47%,1.10%,swing,SL:103117.31,TP:107828.25
2025-06-18 12:38:04.177565,BTC-USD,long,74.22%,0.87%,swing,SL:103109.03,TP:107819.6
2025-06-18 12:39:53.255281,BTC-USD,long,71.48%,0.99%,swing,SL:103557.87142857144,TP:106499.96714285715
2025-06-18 12:41:39.090757,BTC-USD,long,75.28%,1.04%,swing,SL:103583.66142857143,TP:106531.51714285715
2025-06-18 12:51:09.683910,BTC-USD,long,73.05%,1.06%,swing,SL:103540.46285714286,TP:106498.1242857143
2025-06-18 12:56:50.258744,BTC-USD,long,73.78%,1.06%,swing,SL:103524.45285714285,TP:106482.11428571428
2025-06-18 13:02:29.877289,BTC-USD,long,70.83%,1.06%,swing,SL:103567.51999999999,TP:106339.57999999999
2025-06-18 13:11:32.342580,BTC-USD,long,70.08%,1.28%,swing,SL:103300.5942857143,TP:106181.03142857144
2025-06-18 13:15:13.599827,BTC-USD,long,71.82%,1.37%,swing,SL:103148.04142857142,TP:106085.75714285714
2025-06-18 13:20:54.118608,BTC-USD,long,78.23%,1.63%,swing,SL:103006.85714285713,TP:106010.0757142857
2025-06-18 13:27:01.933259,BTC-USD,long,70.22%,1.49%,swing,SL:103003.30714285714,TP:106006.52571428572
2025-06-18 13:32:41.548892,BTC-USD,long,73.04%,1.65%,swing,SL:103041.66285714286,TP:106093.91428571429
2025-07-01 16:40:37.868243,SOL-USD,long,70.78%,5.27%,swing,SL:145.07857142857142,TP:153.4828571428571
2025-07-01 16:52:34.064376,SOL-USD,long,90.30%,6.59%,swing,SL:144.99857142857144,TP:153.40285714285713
2025-07-01 16:58:13.279456,SOL-USD,long,91.79%,6.47%,swing,SL:145.35857142857142,TP:153.76285714285711
2025-07-01 17:02:53.450873,SOL-USD,long,78.40%,4.93%,swing,SL:145.39714285714288,TP:153.65571428571428
2025-07-01 17:09:17.067608,SOL-USD,long,77.80%,4.90%,swing,SL:145.1314285714286,TP:153.55714285714285
2025-07-03 11:53:09.565041,ETH-USD,long,85.00%,0.50%,scalp,SL:2549.0628571428574,TP:2677.0642857142857
2025-07-03 11:53:46.239265,ETH-USD,long,99.00%,1.50%,scalp,SL:2549.0628571428574,TP:2677.0642857142857
2025-07-03 11:59:25.980992,ETH-USD,long,99.00%,1.42%,scalp,SL:2552.322857142857,TP:2680.3242857142855
2025-07-03 12:05:05.627979,ETH-USD,long,99.00%,1.40%,scalp,SL:2555.597142857143,TP:2674.225714285714
2025-07-03 12:11:27.713984,ETH-USD,long,93.59%,0.73%,scalp,SL:2558.744285714286,TP:2679.1514285714284
2025-07-03 12:12:00.075411,ETH-USD,short,83.00%,-0.54%,scalp,SL:2558.744285714286,TP:2679.1514285714284
2025-07-03 12:17:03.102946,ETH-USD,long,85.15%,1.71%,scalp,SL:2558.2942857142857,TP:2678.701428571428
2025-07-03 12:19:56.882344,ETH-USD,long,99.00%,0.61%,scalp,SL:2558.2942857142857,TP:2678.701428571428
2025-07-03 12:20:11.256892,BTC-USD,short,92.80%,-0.93%,scalp,SL:108821.13285714286,TP:111277.73428571428
2025-07-03 12:20:15.444066,ETH-USD,long,89.11%,0.53%,scalp,SL:2558.2942857142857,TP:2678.701428571428
2025-07-03 12:20:27.412343,ETH-USD,long,89.37%,0.71%,scalp,SL:2558.2942857142857,TP:2678.701428571428
2025-07-03 12:20:31.492333,SOL-USD,long,88.49%,0.90%,scalp,SL:152.01714285714286,TP:158.86571428571432
2025-07-03 12:25:36.578577,ETH-USD,long,99.00%,0.66%,scalp,SL:2558.074285714286,TP:2678.4814285714283
2025-07-03 12:25:51.681711,BTC-USD,short,93.04%,-0.85%,scalp,SL:108784.84285714287,TP:111241.44428571429
2025-07-03 12:25:55.338159,ETH-USD,long,71.78%,2.89%,swing,SL:2558.074285714286,TP:2678.4814285714283
2025-07-03 12:26:07.640962,ETH-USD,long,87.83%,0.82%,scalp,SL:2558.074285714286,TP:2678.4814285714283
2025-07-03 12:26:11.281381,SOL-USD,long,88.17%,0.82%,scalp,SL:152.13,TP:159.03000000000003
2025-07-03 12:31:16.262599,ETH-USD,long,99.00%,0.65%,scalp,SL:2559.514285714286,TP:2679.9214285714284
2025-07-03 12:31:31.814594,BTC-USD,short,91.05%,-1.02%,scalp,SL:108655.24428571429,TP:111265.08142857143
2025-07-03 12:31:35.098594,ETH-USD,long,87.17%,0.73%,scalp,SL:2559.514285714286,TP:2679.9214285714284
2025-07-03 12:31:51.022173,SOL-USD,long,86.91%,1.07%,scalp,SL:151.46142857142857,TP:158.71714285714287
2025-07-03 12:36:55.783567,ETH-USD,long,99.00%,1.12%,scalp,SL:2541.214285714286,TP:2671.371428571428
2025-07-03 12:36:59.474509,BTC-USD,long,97.65%,0.61%,scalp,SL:108497.55714285714,TP:111166.66571428571
2025-07-03 12:37:11.347989,BTC-USD,short,90.84%,-1.00%,scalp,SL:108497.55714285714,TP:111166.66571428571
2025-07-03 12:37:15.401753,ETH-USD,long,84.44%,0.57%,scalp,SL:2545.1042857142857,TP:2675.261428571428
2025-07-03 12:37:31.324502,SOL-USD,long,88.52%,1.29%,scalp,SL:151.15285714285713,TP:158.55428571428573
2025-07-03 12:42:35.267704,ETH-USD,long,99.00%,1.27%,scalp,SL:2529.847142857143,TP:2667.195714285714
2025-07-03 12:42:39.752082,BTC-USD,long,98.01%,1.10%,scalp,SL:107945.38571428572,TP:110801.78857142858
2025-07-03 12:43:11.139644,SOL-USD,long,85.74%,1.55%,scalp,SL:150.12142857142857,TP:158.03714285714287
2025-07-03 12:48:14.725649,ETH-USD,long,99.00%,1.26%,scalp,SL:2528.6271428571426,TP:2665.975714285714
2025-07-03 12:48:19.581324,BTC-USD,long,97.57%,0.99%,scalp,SL:107970.65571428572,TP:110850.48857142858
2025-07-03 12:48:45.240058,ETH-USD,long,83.04%,0.55%,scalp,SL:2528.6271428571426,TP:2665.975714285714
2025-07-03 12:49:50.730315,ETH-USD,long,99.00%,1.04%,scalp,SL:2525.7071428571426,TP:2663.0557142857137
2025-07-03 12:52:12.786319,ETH-USD,long,91.13%,0.51%,scalp,SL:2525.3371428571427,TP:2662.685714285714
2025-07-03 12:52:27.846092,ETH-USD,long,83.53%,1.33%,scalp,SL:2525.3371428571427,TP:2662.685714285714
2025-07-03 12:54:19.948222,BTC-USD,long,83.47%,1.18%,scalp,SL:108038.20999999999,TP:110939.87
2025-07-03 12:54:36.152586,ETH-USD,long,99.00%,0.86%,scalp,SL:2525.3371428571427,TP:2662.685714285714
2025-07-03 12:54:39.388720,BTC-USD,long,90.55%,0.81%,scalp,SL:108043.93,TP:110945.59
2025-07-03 13:00:00.411139,BTC-USD,long,83.32%,1.00%,scalp,SL:108219.41,TP:111121.07
2025-07-03 13:00:16.557750,ETH-USD,long,99.00%,0.93%,scalp,SL:2523.5671428571427,TP:2660.915714285714
2025-07-03 13:00:32.474192,SOL-USD,short,74.02%,-1.41%,swing,SL:150.50285714285712,TP:158.56428571428572
2025-07-03 13:03:41.461042,BTC-USD,long,91.06%,1.19%,scalp,SL:108320.22285714286,TP:111105.59428571428
2025-07-03 13:04:11.813405,BTC-USD,long,99.00%,0.97%,scalp,SL:108320.22285714286,TP:111105.59428571428
2025-07-03 13:05:32.028838,SOL-USD,long,87.20%,1.46%,scalp,SL:150.74285714285713,TP:158.23428571428573
2025-07-03 13:08:32.346800,BTC-USD,long,99.00%,0.87%,scalp,SL:108408.98,TP:111199.13
2025-07-03 13:08:53.548175,BTC-USD,long,87.04%,0.92%,scalp,SL:108408.98,TP:111199.13
2025-07-03 13:12:48.567696,ETH-USD,long,89.83%,1.24%,scalp,SL:2546.4228571428575,TP:2676.8542857142857
2025-07-03 13:13:09.251212,ETH-USD,long,92.51%,0.73%,scalp,SL:2546.4228571428575,TP:2676.8542857142857
2025-07-03 13:18:29.873340,ETH-USD,long,89.02%,1.17%,scalp,SL:2546.4228571428575,TP:2676.8542857142857
2025-07-03 13:23:51.748690,BTC-USD,long,98.86%,0.50%,scalp,SL:108405.06999999999,TP:111230.89
2025-07-03 13:24:10.759972,ETH-USD,long,89.54%,1.32%,scalp,SL:2543.5928571428576,TP:2674.0242857142857
2025-07-03 13:24:28.703335,ETH-USD,long,90.99%,0.74%,scalp,SL:2543.5928571428576,TP:2674.0242857142857
2025-07-03 13:29:51.233167,ETH-USD,short,79.93%,-1.78%,swing,SL:2545.7228571428573,TP:2676.1542857142854
2025-07-03 13:30:31.063057,BTC-USD,long,89.99%,0.64%,scalp,SL:108422.03,TP:111247.85
2025-07-03 13:31:00.603464,BTC-USD,long,94.65%,0.98%,scalp,SL:108422.03,TP:111247.85
2025-07-03 13:31:16.808093,ETH-USD,long,86.03%,1.18%,scalp,SL:2546.7328571428575,TP:2677.1642857142856
2025-07-03 13:34:04.647435,ETH-USD,long,82.97%,0.77%,scalp,SL:2558.5471428571427,TP:2693.0757142857137
2025-07-03 13:34:21.167356,BTC-USD,long,95.55%,0.53%,scalp,SL:108832.36285714286,TP:111828.78428571428
2025-07-03 13:37:09.698525,ETH-USD,long,91.46%,0.69%,scalp,SL:2558.937142857143,TP:2693.465714285714
2025-07-03 13:40:31.691463,ETH-USD,long,86.67%,1.57%,scalp,SL:2568.8928571428573,TP:2715.0142857142855
2025-07-03 13:41:30.676477,BTC-USD,short,75.49%,-1.18%,swing,SL:108817.37428571428,TP:111938.08142857143
2025-07-03 13:41:38.375690,BTC-USD,long,87.56%,0.54%,scalp,SL:108817.37428571428,TP:111938.08142857143
2025-07-03 13:41:54.769334,ETH-USD,long,90.65%,0.60%,scalp,SL:2568.8928571428573,TP:2715.0142857142855
2025-07-03 13:41:58.009691,BTC-USD,short,90.28%,-0.70%,scalp,SL:108817.37428571428,TP:111938.08142857143
2025-07-03 13:46:02.352481,ETH-USD,short,94.55%,-1.97%,scalp,SL:2572.0928571428576,TP:2718.214285714286
2025-07-03 13:46:18.374237,BTC-USD,long,84.90%,0.62%,scalp,SL:109105.24,TP:112251.25
2025-07-03 13:47:12.704831,BTC-USD,short,88.98%,-0.59%,scalp,SL:109190.72142857143,TP:112377.97714285714
2025-07-03 13:47:32.452129,ETH-USD,short,83.80%,-1.14%,scalp,SL:2569.1428571428573,TP:2715.2642857142855
2025-07-03 13:47:48.487356,SOL-USD,short,74.19%,-0.90%,swing,SL:151.05857142857144,TP:159.19285714285718
2025-07-03 13:47:50.455750,ETH-USD,long,94.99%,1.02%,scalp,SL:2569.1428571428573,TP:2715.2642857142855
2025-07-03 13:49:24.009423,SOL-USD,short,83.55%,-1.12%,scalp,SL:151.52857142857144,TP:159.66285714285718
2025-07-03 13:49:28.666002,ETH-USD,long,90.66%,0.75%,scalp,SL:2569.1428571428573,TP:2715.2642857142855
2025-07-03 13:56:10.708742,BTC-USD,long,85.62%,0.67%,scalp,SL:109285.68000000001,TP:112571.28000000001
2025-07-03 13:56:26.811135,ETH-USD,long,83.27%,1.97%,scalp,SL:2582.3285714285716,TP:2728.672857142857
2025-07-03 13:56:48.659775,ETH-USD,long,86.16%,1.78%,scalp,SL:2582.3285714285716,TP:2728.672857142857
2025-07-03 13:59:58.273340,ETH-USD,long,93.79%,0.70%,scalp,SL:2579.6385714285716,TP:2725.982857142857
2025-07-03 14:00:20.366572,ETH-USD,short,86.66%,-1.38%,scalp,SL:2579.6385714285716,TP:2725.982857142857
2025-07-03 14:02:19.495051,SOL-USD,short,71.06%,-1.33%,swing,SL:152.07,TP:159.96
2025-07-03 14:06:47.270350,BTC-USD,long,75.85%,0.94%,swing,SL:109272.21428571428,TP:112582.85142857142
2025-07-03 14:07:21.766741,BTC-USD,short,70.62%,-1.45%,swing,SL:109272.21428571428,TP:112582.85142857142
2025-07-03 14:08:54.975077,ETH-USD,long,85.53%,0.94%,scalp,SL:2576.5228571428574,TP:2720.9042857142854
2025-07-03 14:09:52.395795,BTC-USD,short,70.30%,-1.11%,swing,SL:109096.86285714287,TP:112430.90428571429
2025-07-03 14:10:30.407788,ETH-USD,long,85.36%,2.46%,scalp,SL:2573.112857142857,TP:2717.494285714285
2025-07-03 14:15:32.382940,BTC-USD,short,71.04%,-0.92%,swing,SL:108880.14857142857,TP:112294.30285714284
2025-07-03 14:16:10.354682,ETH-USD,long,84.54%,2.24%,scalp,SL:2568.1471428571426,TP:2714.435714285714
2025-07-03 14:21:12.060924,BTC-USD,short,71.48%,-1.14%,swing,SL:109166.15857142858,TP:112580.31285714285
2025-07-03 14:21:51.284826,ETH-USD,long,88.18%,2.04%,scalp,SL:2568.0442857142857,TP:2715.661428571428
2025-07-03 14:26:51.727980,BTC-USD,short,70.97%,-1.08%,swing,SL:109066.86857142857,TP:112481.02285714285
2025-07-03 14:27:30.913053,ETH-USD,long,84.69%,2.29%,scalp,SL:2567.3742857142856,TP:2714.991428571428
2025-07-03 14:36:19.303257,BTC-USD,short,72.76%,-0.86%,swing,SL:108707.05857142858,TP:112252.10285714286
2025-07-03 14:38:05.583661,BTC-USD,short,77.86%,-1.07%,swing,SL:108794.34857142858,TP:112339.39285714286
2025-07-03 14:38:21.857257,ETH-USD,long,92.88%,0.53%,scalp,SL:2540.6600000000003,TP:2700.2599999999998
2025-07-03 14:38:39.134944,ETH-USD,short,86.34%,-1.43%,scalp,SL:2540.6600000000003,TP:2700.2599999999998
2025-07-03 14:40:18.228455,ETH-USD,long,86.72%,1.00%,scalp,SL:2540.6600000000003,TP:2700.2599999999998
2025-07-03 14:45:58.122008,ETH-USD,long,86.10%,1.08%,scalp,SL:2540.6600000000003,TP:2700.2599999999998
2025-07-03 14:51:38.257156,ETH-USD,long,85.06%,1.07%,scalp,SL:2540.1000000000004,TP:2699.7
2025-07-03 16:35:45.219907,ETH-USD,long,83.66%,1.61%,scalp,SL:2520.221428571429,TP:2680.087142857143
2025-07-03 16:47:04.051220,ETH-USD,long,91.59%,1.50%,scalp,SL:2524.5014285714287,TP:2684.367142857143
2025-07-03 16:58:53.607660,ETH-USD,long,86.68%,1.28%,scalp,SL:2524.5014285714287,TP:2684.367142857143
2025-07-03 17:04:33.292032,ETH-USD,long,86.27%,1.36%,scalp,SL:2523.5099999999998,TP:2679.8399999999997
2025-07-03 17:10:12.889909,ETH-USD,long,85.92%,1.37%,scalp,SL:2522.5957142857146,TP:2679.148571428572
2025-07-04 16:52:12.238466,BTC-USD,long,30.00%,0.50%,fallback,SL:106587.59760000001,TP:109817.52480000001
2025-07-04 16:52:29.386037,ETH-USD,long,99.00%,1.97%,swing,SL:2460.9519,TP:2535.5262
2025-07-04 16:52:37.156751,ETH-USD,long,83.80%,12.06%,scalp,SL:2460.9519,TP:2535.5262
2025-07-04 16:52:53.530494,SOL-USD,long,59.30%,3.04%,scalp,SL:144.2331,TP:148.6038
2025-07-04 16:58:18.607494,ETH-USD,long,99.00%,1.92%,swing,SL:2462.1795,TP:2536.791
2025-07-04 16:58:26.397499,ETH-USD,long,83.72%,12.16%,scalp,SL:2462.1795,TP:2536.791
2025-07-04 16:58:42.611307,SOL-USD,long,59.81%,2.84%,scalp,SL:144.2331,TP:148.6038
2025-07-04 17:03:51.557640,BTC-USD,long,30.00%,0.50%,fallback,SL:106809.3576,TP:110046.00480000001
2025-07-04 17:04:07.955894,ETH-USD,long,99.00%,2.04%,swing,SL:2462.8131,TP:2537.4438
2025-07-04 17:04:15.750495,ETH-USD,long,83.72%,12.18%,scalp,SL:2462.8131,TP:2537.4438
2025-07-04 17:04:32.177163,SOL-USD,long,60.63%,2.88%,scalp,SL:144.7578,TP:149.1444
2025-07-04 17:09:41.382204,BTC-USD,long,30.00%,0.50%,fallback,SL:106753.3038,TP:109988.2524
2025-07-04 17:09:58.306023,ETH-USD,long,99.00%,2.04%,swing,SL:2462.8131,TP:2537.4438
2025-07-04 17:10:06.092008,ETH-USD,long,83.72%,12.18%,scalp,SL:2462.8131,TP:2537.4438
2025-07-04 17:10:22.409346,SOL-USD,long,61.16%,2.47%,scalp,SL:144.58950000000002,TP:148.971
2025-07-04 17:15:31.732969,BTC-USD,long,30.00%,0.50%,fallback,SL:106677.3312,TP:109909.97760000001
2025-07-04 17:15:48.504142,ETH-USD,long,99.00%,2.20%,swing,SL:2466.9216,TP:2541.6768
2025-07-04 17:15:56.388921,ETH-USD,long,83.87%,12.27%,scalp,SL:2466.9216,TP:2541.6768
2025-07-04 17:16:12.650377,SOL-USD,long,60.96%,2.38%,scalp,SL:144.4806,TP:148.8588
2025-07-04 20:04:55.679080,ETH-USD,long,99.00%,2.06%,swing,SL:2457.6650999999997,TP:2532.1398
2025-07-04 20:05:03.545624,ETH-USD,long,95.16%,10.37%,scalp,SL:2457.6650999999997,TP:2532.1398
2025-07-04 20:05:19.871713,SOL-USD,long,57.30%,1.15%,scalp,SL:145.1835,TP:149.583
2025-07-04 20:10:44.190895,ETH-USD,long,99.00%,2.06%,swing,SL:2457.6650999999997,TP:2532.1398
2025-07-04 20:10:51.964169,ETH-USD,long,95.16%,10.37%,scalp,SL:2457.6650999999997,TP:2532.1398
2025-07-04 20:11:08.273189,SOL-USD,long,57.78%,1.11%,scalp,SL:145.4904,TP:149.8992
2025-07-04 20:16:32.649643,ETH-USD,long,99.00%,2.12%,swing,SL:2459.0808,TP:2533.5984000000003
2025-07-04 20:16:40.717433,ETH-USD,long,94.61%,10.52%,scalp,SL:2459.0808,TP:2533.5984000000003
2025-07-04 20:45:51.594895,BTC-USD,long,99.00%,1.06%,scalp,SL:106718.74290000001,TP:109952.64420000001
2025-07-04 20:46:07.842387,ETH-USD,long,60.00%,1.50%,swing,SL:2469.2085,TP:2544.0330000000004
2025-07-04 20:46:15.606483,ETH-USD,long,60.00%,1.50%,scalp,SL:2469.2085,TP:2544.0330000000004
2025-07-04 20:46:31.942837,SOL-USD,long,64.67%,1.25%,scalp,SL:145.4508,TP:149.8584
2025-07-04 20:51:42.384183,BTC-USD,long,99.00%,1.18%,scalp,SL:106701.3189,TP:109934.6922
2025-07-04 21:10:32.378362,ETH-USD,long,99.00%,3.40%,swing,SL:2467.4858999999997,TP:2542.2581999999998
2025-07-04 21:10:40.176414,ETH-USD,long,92.38%,13.19%,scalp,SL:2467.4858999999997,TP:2542.2581999999998
2025-07-04 21:20:49.907456,BTC-USD,long,99.00%,1.97%,scalp,SL:106688.77560000001,TP:109921.7688
2025-07-04 21:21:07.739699,ETH-USD,long,99.00%,2.33%,swing,SL:2466.2286,TP:2540.9628
